,Time [s],Net Acceleration [m/s^2],Thrust Force [N]
1105,0.7753333333333333,18.576709426308316,79.95289452047497
1106,0.776,17.586838450727075,75.49128261530068
1107,0.7766666666666666,17.2473191020679,72.31407318480977
1108,0.7773333333333333,15.955449625879902,69.29249892067809
1109,0.778,17.384014932411027,67.05340826738357
1110,0.7786666666666666,16.659666404456893,65.56355928944753
1111,0.7793333333333333,15.868115918762484,64.77404942885657
1112,0.78,15.900785488668026,64.3506822853789
1113,0.7806666666666666,16.472998395056358,64.71830842695194
1114,0.7813333333333333,15.392772385513904,65.54054209318359
1115,0.782,17.045808180775644,66.52176449463191
1116,0.7826666666666666,17.410669823878113,69.22090847689181
1117,0.7833333333333333,17.990534517800953,71.35411914113256
1118,0.7839999999999999,19.289126779335817,74.10536117570217
1119,0.7846666666666666,20.16241924982018,77.81789111133526
1120,0.7853333333333333,21.736916885279907,82.29239560884123
1121,0.7859999999999999,20.974745760127057,87.41938497314909
1122,0.7866666666666666,23.311292517716954,92.95711215078715
1123,0.7873333333333333,25.571254318920406,99.3126031887416
1124,0.7879999999999999,27.027920140003634,106.96138529302166
1125,0.7886666666666666,33.57195377219665,115.08184501293096
1126,0.7893333333333333,29.43800880762012,123.81145133969127
1127,0.7899999999999999,32.53199707189913,133.94323640842674
1128,0.7906666666666666,36.58061593495256,37.455814262247195
1129,0.7913333333333333,42.242373251888694,-57.24957914493596
1130,0.7919999999999999,45.14294065061168,-46.23283802846468
1131,0.7926666666666666,46.6332669056406,-36.712292193245375
1132,0.7933333333333333,51.209069032859354,-131.71007058065643
1133,0.7939999999999999,58.96623230772339,-123.60315895980223
1134,0.7946666666666666,60.50643749612109,-117.03162833638983
1135,0.7953333333333333,65.54362110722184,-111.44815456302169
1136,0.7959999999999999,73.69836465018632,-107.36311418820503
1137,0.7966666666666666,-518.0506996276409,-103.52104012977911
1138,0.7973333333333333,-506.85194770501494,-100.03975514903468
1139,0.7979999999999999,81.36653656354943,-97.52700353778967
1140,0.7986666666666666,74.6288381920539,-96.12044919947466
1141,0.7993333333333333,-506.7906897254898,-95.54164579631043
1142,0.7999999999999999,68.34969041135118,-198.4339548529894
1143,0.8006666666666666,62.07975778232277,-199.71731403028102
1144,0.8013333333333333,58.047218880937706,-203.22316675243948
1145,0.8019999999999999,56.26662252117795,-207.5646296016285
1146,0.8026666666666666,50.782864687764175,-211.68655758683218
1147,0.8033333333333333,51.872469187145974,-217.5265712471256
1148,0.8039999999999999,50.54034710853599,-117.55282763247605
1149,0.8046666666666666,50.05656402030528,-20.11535369317601
1150,0.8053333333333333,48.35851511263531,-29.13080173840428
1151,0.8059999999999999,-524.9906722981315,-37.832151657836285
1152,0.8066666666666666,44.079295825683744,58.01749381554068
1153,0.8073333333333333,39.4892727401762,50.4149721891936
1154,0.8079999999999999,36.38719944507112,43.391233805675945
1155,0.8086666666666666,42.644021189423476,36.80009914646975
1156,0.8093333333333333,41.253844315222906,30.12965421848781
1157,0.8099999999999999,37.35898712041203,24.273011070964202
1158,0.8106666666666666,34.46735195776309,17.43244271551552
1159,0.8113333333333334,31.280714090059075,10.918807779689008
1160,0.8119999999999999,26.28800530632055,4.414832053137072
